TÍTULO,CLAVE DE REGIÓN HIDROLÓGICA,NOMBRE DE REGIÓN HIDROLÓGICA,ESTADO,NOMBRE DE ESTADO,MUNICIPIO(S),CLAVE DE CUENCA HIDROLÓGICA,NOMBRE DE CUENCA HIDROLÓGICA,VOLUMEN ANUAL EN m3 ,FUENTE,AFLUENTE,NÚMERO DE ANEXO
05GRO410501/20ATGC00,20,COSTA CHICA DE GUERRERO,12,GUERRERO,"SAN MARCOS, TECOANAPA, FLORENCIO VILLARREAL Y CUAUHTEPEC",320,RÍO NEXPA 1,48798000.00,PRESA DE ALMACENAMIENTO REVOLUCIÓN MEXICANA (EL GUINEO),RÍO NEXPA,1
04GRO409801/18ATGC00,18,BALSAS,12,GUERRERO,LA UNIÓN,281,RÍO BAJO BALSAS,35360000.00,PRESA JOSÉ MARÍA MORELOS,RÍO BALSAS,1
13HGO410001/26ATGC00,26,PÁNUCO,13,HIDALGO,"ALFAJAYUCAN, TASQUILLO E IXMIQUILPAN",558,PRESA ENDHÓ,148290000.00,"PRESAS ENDHÓ, JAVIER ROJO GÓMEZ Y VICENTE AGUIRRE (PLANTA DE BOMBEO BINOLA)",RÍO ALFAJAYUCAN,1
13HGO410006/26ATGC05,26,PÁNUCO,13,HIDALGO,TEZONTEPEC Y CHILCUAUTLA,558,PRESA ENDHÓ,61255640.00,"PRESA ENDHÓ (SUBCUENCAS VALLE DE MÉXICO Y VALLE DE TULA, PLANTA DE BOMBEO BINOLA)",RÍO ALFAJAYUCAN,1
13HGO400303/26ATGC04,26,PÁNUCO,13,HIDALGO,ATITALAQUIA,555,CIUDAD DE MÉXICO,4969253.00,EMISOR CENTRAL (SUBCUENCA VALLE DE MÉXICO),RÍO TULA,1
13HGO400306/26ATGC04,26,PÁNUCO,13,HIDALGO,"MIXQUIAHUALA, FRANCISCO I. MADERO Y SAN SALVADOR",558,PRESA ENDHÓ,7337900.00,PRESA ENDHÓ (SUBCUENCAS VALLE DE MÉXICO Y VALLE DE TULA),RÍO TULA,1
13HGO400307/26ATGC04,26,PÁNUCO,13,HIDALGO,TEZONTEPEC DE ALDAMA,557,PRESA REQUENA,16244262.00,"EMISOR CENTRAL, SISTEMA DE PRESAS TAXHIMAY - REQUENA  (SUBCUENCAS V. DE MÉXICO Y V. DE TULA)",RÍO TULA,1
13HGO400309/26ATGC06,26,PÁNUCO,13,HIDALGO,TEZONTEPEC DE ALDAMA,557,PRESA REQUENA,13950000.00,"EMISOR CENTRAL, SISTEMA DE PRESAS TAXHIMAY - REQUENA  (SUBCUENCAS V. DE MÉXICO Y V. DE TULA)",RÍO TULA,1
13HGO400308/26ATGC05,26,PÁNUCO,13,HIDALGO,"TLAHULILPAN, TLAXCOAPAN, ATITALAQUIA,  Y ATOTONILCO",559,RÍO SALADO,11662000.00,RÍO SALADO (SUBCUENCA VALLE DE MÉXICO),RÍO SALADO,1
13HGO410005/26ATOC07,26,PÁNUCO,13,HIDALGO,IXMIQUILPAN Y CARDONAL,562,RÍO TULA,34020000.00,"CANAL PRINCIPAL XOTHO, AGUAS SUBALVEAS (SUBCUENCA VALLE DE TULA)",RÍO TULA,1
13HGO400310/26ATOC07,26,PÁNUCO,13,HIDALGO,"TULA DE ALLENDE, TEPETITLÁN",557,PRESA REQUENA,34473440.00,"Emisor Central, Presa Taxhimay - Requena (Subcuencas Valle de MUxico, Valle de Tula)","Ríos El Salto, Tepeji, Tula",1
13HGO400313/26ACDA13,26,PÁNUCO,13,HIDALGO,MUNICIPIO DE TLAXCOAPAN,559,RÍO SALADO,2106140.00,"EMISOR CENTRAL, RIO SALADO Y RIO EL SALTO",CANAL PRINCIPAL TLAMACO-JUANDHO,1
09HGO402801/26ATGC99,26,PÁNUCO,13,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO Y TULANCINGO DE BRAVO,495,RÍO METZTITLÁN 2,2455700.00,PRESA LA ESPERANZA,RÍO CHICO DE TULANCINGO,1
09HGO402802/26ATOC07,26,PÁNUCO,13,HIDALGO,TULANCINGO DE BRAVO,492,RÍO GRANDE DE TULANCINGO,13100000.00,AGUAS RESIDUALES DE LA CIUDAD DE TULANCINGO,AGUAS RESIDUALES DE LA CIUDAD DE TULANCINGO,1
13HGO400312/26AADA13,26,PÁNUCO,13,HIDALGO,MUNICIPIO DE TLAXCOAPAN,559,RÍO SALADO,4736000.00,"EMISOR CENTRAL, RIO SALADO Y RIO EL SALTO",CANAL PRINCIPAL TLAMACO-JUANDHO,1
09HGO400802/26ATDL17,26,PÁNUCO,13,HIDALGO,METZTITLÁN,495,RÍO METZTITLÁN 2,16606725.00,"Río Metztitlán (presas derivadoras: Coateno y Los Ejidos), Río Viejo Amajatlán (toma directa al canal Hualula)",Laguna de Metztitlán,1
09HGO400802/26ATDL17,26,PÁNUCO,13,HIDALGO,METZTITLÁN,495,RÍO METZTITLÁN 2,229832.00,Río Viejo Amajatlán (toma directa al canal Hualula),RIO METZTITLAN,2
09HGO400801/26ATDL17,26,PÁNUCO,13,HIDALGO,METZTITLAN,495,RÍO METZTITLÁN 2,20771275.00,"Ríos Metztitlán y San Agustín, presas derivadoras Venados, las Pilas, Apanco, Jihuico; Plantas de bombeo la Travesía, el Puente, el Salitre, Miahuatlá",LAGUNA DE METZTITLAN Y RIO METZTITLAN,1
08JAL401301/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,LAGOS DE MORENO,192,PRESA EL CUARENTA,13300000.00,PRESA EL CUARENTA,RÍO SANTIAGO,1
08JAL401302/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,TEOCALTICHE,197,RÍO AGUASCALIENTES,4670000.00,RÍO VERDE (RÍO GRANDE),RÍO SANTIAGO,1
08JAL401303/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,SAN MIGUEL EL ALTO,198,RÍO SAN MIGUEL,1390000.00,PRESA DE ALMACENAMIENTO SAN MIGUEL,RÍO SANTIAGO,1
08JAL401305/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,MEXTICACÁN,200,RÍO VERDE 1,390000.00,PRESA MEXTICACÁN,RÍO VERDE,1
08JAL401306/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,TENASCO Y SANTA MARÍA DE LOS ÁNGELES,210,RÍO TEPETONGO,1980000.00,PRESA TENASCO,RÍO BOLAÑOS,1
08JAL401307/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,VILLA GUERRERO,213,RÍO BOLAÑOS 1,1010000.00,PRESA LA BOQUILLA (VILLA GUERRERO),RÍO BOLAÑOS,1
08JAL401308/14ATGC00,14,RÍO AMECA,14,JALISCO,"MAGDALENA, ETZATLÁN Y ANTONIO ESCOBEDO",238,AMECA PIJINTO,6840000.00,"PRESAS PALO VERDE, COATEPEC, SANTA ROSALÍA, SAN ANDRÉS, LAS QUEMADAS, EL TRIGO-EL LLANO, Y DRENES (subirreigación)",RÍO AMECA,1
08JAL401309/14ATGC00,14,RÍO AMECA,14,JALISCO,AHUALULCO Y ANTONIO ESCOBEDO,234,SALADO,6450000.00,LAGUNA COLORADA,RÍO AMECA,1
08JAL401310/14ATGC00,14,RÍO AMECA,14,JALISCO,TEUCHITLÁN,234,SALADO,1060000.00,MANANTIAL TEUCHITLÁN,RÍO AMECA,1
08JAL401312/14ATGC00,14,RÍO AMECA,14,JALISCO,AMECA Y ETZALÁN,235,COCULA,6190000.00,RÍO AMECA (AGUAS DE RETORNO),RÍO AMECA,1
08JAL401313/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,TIZAPÁN EL ALTO,0,,7080000.00,PRESA EL VOLANTÍN Y RÍO LA PASIÓN,LAGO DE CHAPALA,1
08JAL401314/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,TIZAPÁN EL ALTO,0,,870000.00,LAGUNA DE CHAPALA,LAGO DE CHAPALA,1
08JAL401315/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,LA BARCA Y JAMAY,0,,6090000.00,RÍO LERMA Y LAGUNA DE CHAPALA,RÍO LERMA,1
08JAL401316/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,LA BARCA,0,,2780000.00,RÍO LERMA,RÍO LERMA,1
08JAL401317/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,JAMAY,0,,19570000.00,RÍO LERMA Y LAGUNA DE CHAPALA,LAGO DE CHAPALA,1
08JAL401318/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,OCOTLÁN,0,,6380000.00,"LAGUNA DE CHAPALA, RÍO ZULA Y RÍO SANTIAGO",RÍO SANTIAGO,1
08JAL401319/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,PONCITLÁN,0,,9780000.00,"LAGUNA DE CHAPALA, RÍO ZULA Y RÍO SANTIAGO",RÍO SANTIAGO,1
08JAL401320/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,OCOTLÁN,0,,1560000.00,"LAGUNA DE CHAPALA, RÍO ZULA Y RÍO SANTIAGO",RÍO SANTIAGO,1
08JAL401321/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,"OCOTLÁN, PONCITLÁN Y ZAPOTLÁN DEL REY",0,,8860000.00,RÍO LERMA,RÍO SANTIAGO,1
08JAL401322/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,ZAPOTLÁN DEL REY,206,RÍO SANTIAGO 1,2630000.00,PRESA LA COLONIA,RÍO SANTIAGO,1
08JAL401323/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,ZAPOTLÁN DEL REY,206,RÍO SANTIAGO 1,1000000.00,PRESA CHILA,RÍO SANTIAGO,1
08JAL401324/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,ZAPOTLANEJO Y JUANACATLÁN,0,,9170000.00,SISTEMA LAGUNA DE CHAPALA-RÍO SANTIAGO,RÍO SANTIAGO,1
08JAL401325/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,JUANACATLÁN,0,,10710000.00,SISTEMA LAGUNA DE CHAPALA-RÍO SANTIAGO,RÍO SANTIAGO,1
08JAL401327/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,IXTLAHUACAN Y TLAJOMULCO DE ZÚÑIGA,206,RÍO SANTIAGO 1,2370000.00,LAGUNA DE CAJITITLÁN,RÍO SANTIAGO,1
08JAL401328/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,"LA BARCA, ATOTONILCO Y AYOTLÁN",0,,13380000.00,PRESA GUILLERMO LUGO SANABRIA (LA PÓLVORA),RÍO LERMA,1
08JAL100212/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,SAYULA,226,LAGUNA DE SAYULA B,790000.00,MANANTIALES CARRIZAL Y TAMALIAGUA,NO APLICA,1
08JAL100212/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,SAYULA,226,LAGUNA DE SAYULA B,5570000.00,AGUA DE LLUVIA ENTARQUINADA EN LA PARTE BAJA DEL MÓDULO,NO APLICA,2
08JAL401330/12ATGC02,12,LERMA-SANTIAGO,14,JALISCO,"CHAPALA, JUANACATLÁN, EL SALTO E IXTLAHUACAN DE LOS MEMBRILLOS",0,,23960000.00,SISTEMA LAGUNA DE CHAPALA - RÍO SANTIAGO,RÍO SANTIAGO,1
08JAL100210/16ATGC00,16,ARMERÍA-COAHUAYANA,14,JALISCO,"AUTLÁN, EL GRULLO Y EL LIMÓN",258,CANOAS,179230000.00,SISTEMA DE PRESAS TACOTÁN-TRIGOMIL,RÍO AYUQUILA,1
08JAL401311/14ATGC00,14,RÍO AMECA,14,JALISCO,"AMECA, COCULA, SAN MARTÍN HIDALGO Y TEUCHITLÁN",235,COCULA,56220000.00,PRESA SANTIAGO CAMARENA CAMARENA (LA VEGA),RÍO AMECA,1
08JAL409301/15ATGC00,15,COSTA DE JALISCO,14,JALISCO,TOMATLÁN,245,RÍO MARÍA GARCÍA,290300000.00,PRESA CAJÓN DE PEÑA,RÍO TOMATLÁN,1
08JAL408705/12ATGC16,12,LERMA-SANTIAGO,14,JALISCO,AYOTLÁN,0,,57990000.00,PRESA MELCHOR OCAMPO (PRESA DERIVADORA BLAS BALCÁRCEL),RÍO LERMA,1
08JAL100211/12ATGC16,12,LERMA-SANTIAGO,14,JALISCO,"ACATLÁN DE JUÁREZ, VILLA CORONA Y ZACOALCO DE TORRES",223,LAGUNA VILLA CORONA B,12680000.00,PRESA HURTADO,RÍO MAZATEPEC,1
08JAL100211/12ATGC16,12,LERMA-SANTIAGO,14,JALISCO,"ACATLÁN DE JUÁREZ, VILLA CORONA Y ZACOALCO DE TORRES",223,LAGUNA VILLA CORONA B,7620000.00,AGUA DE LLUVIA ENTARQUINADA EN LAS PARTES BAJAS DEL MÓDULO,NO APLICA,2
08JAL401326/12ATGC16,12,LERMA-SANTIAGO,14,JALISCO,TLAJOMULCO DE ZÚÑIGA Y TLAQUEPAQUE,0,,690000.00,SISTEMA LAGUNA DE CHAPALA-RÍO SANTIAGO,RÍO SANTIAGO,1
08JAL401304/12ATGC00,12,LERMA-SANTIAGO,14,JALISCO,YAHUALICA DE GONZÁLEZ GALLO,200,RÍO VERDE 1,1630000.00,PRESA EL ESTRIBÓN,RÍO SANTIAGO,1
08JAL405306/15ATGC00,15,COSTA DE JALISCO,14,JALISCO,CIHUATLÁN,252,RÍO MARABASCO A,18750000.00,RÍO MARABASCO (PRESA DERIVADORA PAROTAS),RÍO CIHUATLÁN,1
08JAL409302/15ATGC99,15,COSTA DE JALISCO,14,JALISCO,TOMATLÁN,245,RÍO MARÍA GARCÍA,77300000.00,PRESA CAJÓN DE PEÑA,RÍO TOMATLÁN,1
08MEX403303/12ATGC00,12,LERMA-SANTIAGO,15,MÉXICO,ATLACOMULCO Y TEMASCALCINGO,0,,2098000.00,RÍO LERMA (PRESA DERIVADORA TOXI),RÍO LERMA,1
08MEX403304/12ATGC00,12,LERMA-SANTIAGO,15,MÉXICO,ATLACOMULCO,0,,4560000.00,PRESA FABELA,RÍO LAJAS,1
09MEX409601/26ATGC00,26,PÁNUCO,15,MÉXICO,"ACULCO, MEX., JILOTEPEC, MEX., POLOTITLAN, MEX., NOPALA, HGO. Y HUICHAPAN, HGO.",486,ARROYO ZARCO,24593000.00,"PRESAS: HUAPANGO, Y EL MOLINO; VASOS AUXILIARES: LA LOMA, SAN ANTONIO, TAXHINGU, Y CHAPALA","RÍO: ARROYO ZARCO; ARROYOS: EL SALTILLO, EL PAREDON, EL SALTO Y LA LAVANDERA",1
09MEX409602/26ATGC00,26,PÁNUCO,15,MÉXICO,"ACULCO, MEX.",487,RÍO ÑADÓ,8990000.00,"PRESA: ÑADO, Y BORDOS LOS CERRITOS, Y COFRADÍA","RÍOS ÑADO, BARRANCA, ACULCO; ARROYOS: EL MAZATETE, CAMPAMENTO Y POZO HONDO, AGUAS RESIDUALES",1
13MEX100216/26ATGC00,26,PÁNUCO,15,MÉXICO,"CUAUTITLÁN IZCALLI, TEPOTZOTLÁN Y TEOLOYUCAN",556,RÍO CUAUTITLÁN,2323000.00,PRESA LA CONCEPCIÓN,RÍO TEPOTZOTLÁN,1
13MEX408801/26ATGC03,26,PÁNUCO,15,MÉXICO,"ECATEPEC, NEXTLALPAN, JALTENCO Y TECÁMAC",555,CIUDAD DE MÉXICO,55860000.00,GRAN CANAL DEL DESAGÜE DE LA CIUDAD DE MÉXICO (AGUAS RESIDUALES),RÍO MOCTEZUMA,1
13MEX404401/26ATGC99,26,PÁNUCO,15,MÉXICO,JILOTEPEC Y SOYANIQUILPAN,558,PRESA ENDHÓ,12156600.00,PRESA DANXHO,RIO COSCOMATE,1
08MEX403301/12ATGC03,12,LERMA-SANTIAGO,15,MÉXICO,TEMASCALCINGO Y ACAMBAY,0,,16822000.00,RIO LERMA (PRESA DERIVADORA ANDARO),RÍO LERMA,1
04MCH409702/18ATGC00,18,BALSAS,16,MICHOACÁN DE OCAMPO,MÚJICA,278,RÍO CUPATITZIO,186500000.00,SISTEMA RÍOS CUPATITZIO Y CAJONES (DERIVADORAS COBANO Y CAJONES),RÍO CUPATITZIO,1
04MCH409703/18ATGC00,18,BALSAS,16,MICHOACÁN DE OCAMPO,PARÁCUARO,278,RÍO CUPATITZIO,111880000.00,SISTEMA RÍOS CUPATITZIO Y CAJONES (DERIVADORAS COBANO Y CAJONES),RÍO CUPATITZIO,1
04MCH409802/18ATGC00,18,BALSAS,16,MICHOACÁN DE OCAMPO,LÁZARO CÁRDENAS,281,RÍO BAJO BALSAS,62640000.00,PRESA JOSÉ MARÍA MORELOS,RÍO BALSAS,1
04MCH409901/18ATGC99,18,BALSAS,16,MICHOACÁN DE OCAMPO,"COTIJA, TOCUMBO Y TINGÜINDIN",280,RÍO TEPALCATEPEC,6370000.00,PRESA SAN JUANICO,RÍO QUITUPAN,1
08MCH404504/18ATGC00,18,BALSAS,16,MICHOACÁN DE OCAMPO,HIDALGO  E IRIMBO,276,RÍO CUTZAMALA,39650000.00,"PRESA AGOSTITLÁN, SABANETA, PUCUATO, RÍO TAXIMAROA Y SUS AFLUENTES",RÍO BALSAS,1
08MCH404506/18ATGC00,18,BALSAS,16,MICHOACÁN DE OCAMPO,TUXPAN,276,RÍO CUTZAMALA,33350000.00,"RÍO TAXIMAROA, SUS AFLUENTES Y RÍO PUERCO",RÍO BALSAS,1
04MCH100215/18ATGC00,18,BALSAS,14,JALISCO,QUITUPAN,280,RÍO TEPALCATEPEC,6440000.00,PRESA VICENTE C. VILLASEÑOR,RÍO COTIJA,1
08MCH404505/18ATGC01,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,HIDALGO  E IRIMBO,0,,25617000.00,"MANANTIALES: SANTA ROSA, ARROYO DEL DIABLO (VARIOS MANANTIALES) Y SAN LORENZO",ARROYO DEL DIABLO,1
04MCH409713/18ATSG14,18,BALSAS,16,MICHOACÁN DE OCAMPO,LA HUACANA,278,RÍO CUPATITZIO,100000000.00,RÍO EL MARQUES (PRESA DE ALMACENAMIENTO FRANCISCO J. MUGICA),RÍO CUPATITZIO,1
08MCH402002/12ATGC00,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,"ALVARO OBREGÓN, INDAPARAPEO, CHARO Y MORELIA",0,,4290000.00,SISTEMA PRESA COINTZIO-AGUAS RESIDUALES DE LA CD. DE MORELIA,RÍO GRANDE DE MORELIA,1
08MCH402003/12ATGC00,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,ALVARO OBREGÓN Y TARÍMBARO,0,,47650000.00,SISTEMA PRESA COINTZIO-AGUAS RESIDUALES DE LA CD. DE MORELIA,RÍO GRANDE DE MORELIA,1
08MCH402005/12ATGC00,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,"ALVARO OBREGÓN, INDAPARAPEO, QUERÉNDADO Y ZINAPÉCUARO",0,,20430000.00,PRESA MALPAIS,RÍO QUERÉNDARO,1
08MCH402006/12ATGC00,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,PATZCUARO Y TZINTZUNZAN,0,,3180000.00,MANANTIALES CHAPULTEPEC Y LA ALBERCA,NO APLICA,1
08MCH402401/12ATGC00,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,"TINGÜINDIN, VILLAMAR, JIQUILPAN, SAHUAYO Y VENUSTIANO CARRANZA",0,,12520000.00,PRESA TARÉCUARO,LAGO DE CHAPALA,1
08MCH402401/12ATGC00,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,"TINGÜINDIN, VILLAMAR, JIQUILPAN, SAHUAYO Y VENUSTIANO CARRANZA",0,,12120000.00,PRESA GUARACHA,LAGO DE CHAPALA,2
08MCH402401/12ATGC00,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,"TINGÜINDIN, VILLAMAR, JIQUILPAN, SAHUAYO Y VENUSTIANO CARRANZA",0,,5450000.00,PRESA JARIPO,LAGO DE CHAPALA,3
08MCH402401/12ATGC00,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,"TINGÜINDIN, VILLAMAR, JIQUILPAN, SAHUAYO Y VENUSTIANO CARRANZA",0,,22270000.00,LAGUNA DE CHAPALA (PLANTA DE BOMBEO ABRAHAM GUERRA),LAGO DE CHAPALA,4
08MCH402401/12ATGC00,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,"TINGÜINDIN,. VILLAMAR, JIQUILPAN, SAHUAYO Y VENUSTIANO CARRANZA",0,,2820000.00,AGUA DE RETORNO,LAGO DE CHAPALA,5
08MCH402402/12ATGC00,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,"BRISEÑAS, PAJACUARÁN Y VENUSTIANO CARRRANZA",0,,27860000.00,DERIVACIÓN DEL RÍO DUERO,RÍO LERMA,1
08MCH402402/12ATGC00,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,"BRISEÑAS, PAJACUARÁN Y VENUSTIANO CARRANZA",0,,7660000.00,BOMBEOS DE RÍO LERMA,RÍO LERMA,2
08MCH402403/12ATGC00,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,"VISTA HERMOSA, PAJACUARÁN E IXTLAN DE LOS HERVORES",0,,32180000.00,DERIVACIONES DEL RÍO DUERO,RÍO DUERO,1
08MCH406101/12ATGC99,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,"ZAMORA, JACONA, TANGANCÍCUARO Y TLAZAZALCA",0,,9050000.00,PRESA DE ALMACENAMIENTO UREPÉTIRO,RÍO TLAZAZALCA,1
08MCH406101/12ATGC99,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,"ZAMORA, JACONA, TANGUANCÍCUARO Y TLAZAZALCA",0,,18830000.00,"MANANTIALES: RÍO CELIO, LA ESTANCIA, ORANDINO, DISPARATE Y OJO DE AGUA",NO APLICA,2
08MCH406101/12ATGC99,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,"ZAMORA, JACONA, TANGANCÍCUARO Y TLAZAZALCA",0,,22150000.00,DERIVACIÓN DEL RÍO DUERO,RÍO DUERO,3
08MCH406102/12ATGC99,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,ZAMORA. IXTLÁN,0,,59700000.00,RÍO DUERO,RÍO DUERO,1
08MCH406103/12ATGC99,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,"ZAMORA, CHAVINDA, IXTLÁN",0,,50150000.00,RÍO DUERO,RÍO DUERO,1
08MCH406104/12ATGC99,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,"ZAMORA, IXTÁN, PAJACUARÁN",0,,58050000.00,RÍO DUERO,RÍO DUERO,1
08MCH408701/12ATGC00,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,ANGAMACÚTIRO,0,,37790000.00,PRESA MELCHOR OCAMPO,RÍO ANGULO,1
08MCH408702/12ATGC00,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,ANGAMACÚTIRO Y LA PIEDAD,0,,84840000.00,"PRESA MELCHOR OCAMPO (PRESA DERIVADORA QUINTA GUADALUPE, ESTRUCTURA NÚM. 3)",RÍO LERMA,1
08MCH408703/12ATGC00,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,YURÉCUARO,0,,8070000.00,PRESA MELCHOR OCAMPO (PRESA DERIVADORA BLAS BALCÁRCEL),RÍO LERMA,1
08MCH408704/12ATGC00,12,LERMA-SANTIAGO,16,MICHOACÁN DE OCAMPO,TANHUATO,0,,14350000.00,PRESA MELCHOR OCAMPO (PRESA DERIVADORA BLAS BALCÁRCEL),RÍO LERMA,1
